complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0000573,TXN00005006,USR65253,MCH5655,,,,FRAUD,Suspicious high-value payment disputed by customer.,Pending Bank,,P4,CHATBOT,,,1,
CBK0000621,TXN59284,USR96201,MCH6056,,,,suspicious transaction,Customer says transaction was not authorized.,REJECTED,,P3,Branch,,,0,
CBK0002266,TXN00009068,USR70505,MCH8037,,,,unauthorized_transaction,complaint received after multiple failed attempts.,RESOLVED,,P2,IVR,,,1,
CBK0000786,TXN00000679,USR22762,MCH2342,2026-03-14,,4474.08,unauth txn,payment made to unknown merchant as per customer statement.,OPEN,,H,ivr,,,0,
CBK0002074,TXN00000823,USR21224,MCH2266,,,4418.82,customer issue,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,OPEN,,M,App,,,0,
CBK0000463,TXN00017663,USR67399,MCH7286,,,,delivery issue,Customer says amount was debited twice.,WIP,,H,ivr,,,0,
CBK0001768,,USR27328,MCH9291,,,7478.21,amount mismatch,Suspicious high-value payment disputed by customer.,Resolved,,MEDIUM,IVR,,,0,
CBK0002458,TXN00016001,USR25348,MCH7859,,,992.78,ATO,Payment made to unknown merchant as per customer statement.,Resolved,2026-03-06 15:36:38,P3,chatbot,,,0,
CBK0002584,TXN00014405,USR78603,MCH8391,,,,complaint,Customer says amount was debited twice.,Closed,2026-02-03 03:04:42,LOW,IVR,,,0,
CBK0000885,TXN00005367,USR25239,2903,,,,complaint,Complaint received after multiple failed attempts.,Resolved,,P4,IVR,,,0,
CBK0000395,TXN00019343,USR25559,MCH6850,,,4178.65,Duplicate Debit,Customer says amount was debited twice.,Pending Bank,,P1,Call Center,,,0,
CBK0002791,TXN00015597,USR82439,MCH6037,,2026-01-24,5141.83,account hacked,complaint received after multiple failed attempts.,CLOSED,,L,Call Center,,,0,2026-01-24
CBK0002669,TXN00019872,USR24991,MCH4473,,,,incorrect amount,User says UPI PIN was not entered by them.,IN_PROGRESS,,P3,chatbot,,,0,
CBK0001044,TXN00017041,USR46644,2822,,,-768.89,ATO,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,IN_PROGRESS,,P2,chatbot,,,0,
CBK0000014,TXN00006433,USR59260,MCH7254,,,,suspicious transaction,User says UPI PIN was not entered by them.,Resolved,,HIGH,Branch,,,0,
CBK0000546,TXN00015015,USR64208,MCH3613,,,1247.41,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,CLOSED,2026-04-12 07:37:17,MEDIUM,CHATBOT,,,1,
CBK0000365,TXN50079,USR19852,MCH7962,,,,FRAUD,Customer complaint text unclear due to poor call center notes.,WIP,,P4,IVR,,,1,
CBK0000052,TXN00002289,USR12120,MCH6097,,,,charged twice,Customer complaint text unclear due to poor call center notes.,Closed,,LOW,Branch,,,0,
CBK0002106,TXN00000751,USR78076,MCH4328,,,,UNAUTHORISED,Complaint received after multiple failed attempts.,Pending Bank,,M,App,,,1,
CBK0001518,TXN00015930,USR24159,MCH7364,,,,no service,User says UPI PIN was not entered by them.,RESOLVED,,LOW,App,,,0,
CBK0001873,TXN00015156,USR14556,MCH4153,2026-03-30,,,Merchant Not Delivered,Customer complaint text unclear due to poor call center notes.,OPEN,,LOW,chatbot,,,0,
CBK0002145,TXN00013507,USR12300,1320,,,384.66,extra amount deducted,user reports money deducted but merchant denies receiving payment.,Pending Bank,,P3,ivr,,,0,
CBK0000346,TXN00019000,USR70482,MCH9834,,,595.88,service failed,Complaint received after multiple failed attempts.,REJECTED,,P4,IVR,,,0,
CBK0000518,TXN00019651,USR43011,MCH8391,,2026-02-13,7485.82,fraud,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,REJECTED,,H,IVR,,,1,2026-02-13
CBK0001990,TXN00013175,USR40088,MCH2076,,,,account hacked,User says UPI PIN was not entered by them.,IN_PROGRESS,,H,Email,,,0,
CBK0000392,TXN00012439,USR38698,MCH3682,,,,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,Rejected,,P3,IVR,,,0,
CBK0001163,TXN00015098,USR22550,MCH3992,,,862.23,Wrong Amount,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,2026-01-28 08:07:35,Low,Email,,,0,
CBK0000271,TXN00002677,USR94094,MCH6810,,,-12852.7,dispute raised,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,M,Email,,,0,
CBK0001550,TXN00019667,USR69706,MCH1489,2026-03-16,,,complaint,Complaint received after multiple failed attempts.,IN_PROGRESS,,MEDIUM,CHATBOT,,,0,
CBK0001538,TXN00007658,USR99769,MCH5655,,,-2100.66,complaint,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,MEDIUM,App,,,0,
CBK0002298,TXN00017266,USR66122,MCH2822,,,,FRAUD,User says UPI PIN was not entered by them.,Pending Bank,,High,App,,,1,
CBK0001034,TXN00017915,USR65211,MCH7357,,,,service failed,Customer complaint text unclear due to poor call center notes. urgent,REJECTED,,MEDIUM,ivr,,,0,
CBK0001526,TXN00000871,45479,MCH8259,,,589.34,Customer Dispute,customer says transaction was not authorized.,RESOLVED,,P1,Email,,,0,
CBK0002297,TXN00013147,USR10842,MCH2327,,,,ATO,Complaint received after multiple failed attempts.,WIP,,LOW,Call Center,,,0,
CBK0001810,TXN00004960,USR99526,MCH3990,,,1327.87,merchant service issue,User says UPI PIN was not entered by them.,CLOSED,,P4,App,,,0,
CBK0000684,TXN00017791,USR21714,MCH2319,,,,unauthorized_transaction,user claims account was compromised before transaction.,PENDING_BANK,,Medium,Email,,,1,
CBK0002500,TXN00001461,USR25808,MCH6058,,,,extra amount deducted,Merchant service was not delivered after payment. details missing,PENDING_BANK,,M,CHATBOT,,,0,
CBK0000962,,USR21384,MCH8160,,,6282.15,not done by me,Customer says amount was debited twice. pls check asap,Closed,,MEDIUM,CHATBOT,,,0,
CBK0001781,TXN00007749,USR87914,MCH9316,2026-03-31,,1287.86,double debit,User reports money deducted but merchant denies receiving payment.,WIP,,HIGH,Email,,,0,
CBK0001231,TXN00001392,USR68023,MCH4246,,,508.21,delivery issue,Merchant service was not delivered after payment.,WIP,,MEDIUM,App,,,0,
CBK0001832,TXN95203,USR76886,MCH4590,,2026-02-13,,double debit,Complaint received after multiple failed attempts.,Open,2026-03-02 06:18:49,HIGH,ivr,,414.31361111111113,0,2026-02-13
CBK0001393,TXN00004549,USR66391,MCH2802,,,,amount mismatch,Customer complaint text unclear due to poor call center notes.,Open,,HIGH,CHATBOT,,,0,
CBK0001633,,USR69513,MCH6502,,,,not done by me,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,HIGH,App,,,0,
CBK0000555,TXN00010709,61652,MCH3388,2026-03-01,2026-03-04,,Service Not Provided,customer complaint text unclear due to poor call center notes.,CLOSED,,Medium,Call Center,72.0,,0,2026-03-04
CBK0002452,TXN00016739,USR87040,8521,,,,suspicious transaction,User reports money deducted but merchant denies receiving payment.,Pending Bank,,L,Call Center,,,0,
CBK0002410,TXN00010646,USR89422,7235,,,,no service,Customer complaint text unclear due to poor call center notes.,In Progress,,Low,CHATBOT,,,0,
CBK0001429,TXN00002466,USR67833,MCH9464,,2026-04-03,,Unauthorized Transaction,User says UPI PIN was not entered by them.,Resolved,,CRITICAL,Branch,,,1,2026-04-03
CBK0001612,TXN00014722,USR65193,MCH2065,2026-01-19,,336.91,FRAUD,Complaint received after multiple failed attempts.,WIP,,M,CHATBOT,,,1,
CBK0001102,TXN00011957,USR73976,MCH5980,,,3402.48,ATO,Customer says amount was debited twice.,Open,,L,IVR,,,0,
CBK0001642,TXN00010479,USR22574,MCH9738,,,,UNAUTHORISED,Customer says transaction was not authorized.,CLOSED,2026-02-17 02:57:54,P3,Email,,,1,
CBK0002208,TXN00006710,USR27567,MCH1708,,,12811.39,DUP_DEBIT,Customer says transaction was not authorized.,Rejected,,HIGH,ivr,,,0,
CBK0002081,TXN00007014,USR43464,MCH9155,,,1748.13,dispute raised,User reports money deducted but merchant denies receiving payment.,In Progress,,LOW,ivr,,,0,
CBK0002643,TXN00011560,USR74311,MCH9291,,,,Merchant Not Delivered,Complaint received after multiple failed attempts.,REJECTED,,H,CHATBOT,,,0,
CBK0001100,TXN58495,USR57427,MCH5101,,,543.72,charged twice,Merchant service was not delivered after payment.,Rejected,,P2,chatbot,,,0,
CBK0000016,TXN00013636,USR71660,MCH4806,,,,Customer Dispute,payment made to unknown merchant as per customer statement.,RESOLVED,,MEDIUM,Branch,,,0,
CBK0002228,TXN00018314,USR71704,MCH3815,,,,Merchant Not Delivered,Merchant service was not delivered after payment.,Pending Bank,,MEDIUM,Branch,,,0,
CBK0001211,,USR53527,MCH4848,,,988.08,scam,Complaint received after multiple failed attempts.,Open,,H,App,,,0,
CBK0001447,TXN00015239,USR59920,MCH4650,,,10770.37,charged twice,User says UPI PIN was not entered by them.,IN_PROGRESS,,P4,Branch,,,0,
CBK0001476,TXN00009355,USR74753,MCH9250,,,,Wrong Amount,User reports money deducted but merchant denies receiving payment.,Resolved,,P3,ivr,,,0,
CBK0002292,TXN00014118,USR56014,MCH1692,,,,extra amount deducted,Merchant service was not delivered after payment.,Rejected,,MEDIUM,CHATBOT,,,0,
CBK0001345,TXN00016061,USR71319,MCH7074,,,-3106.54,service failed,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,REJECTED,,Medium,ivr,,,0,
CBK0001200,TXN00008369,USR34652,MCH1854,,,,fraud,Payment made to unknown merchant as per cust statement.,Open,,P3,Call Center,,,1,
CBK0000280,TXN00006257,USR14813,5918,,,350.52,no service,User says UPI PIN was not entered by them.,CLOSED,,MEDIUM,Email,,,0,
CBK0001354,TXN00014155,USR29864,MCH9709,,2026-02-06,2193.93,DUP_DEBIT,Customer says amount was debited twice.,Resolved,,MEDIUM,Email,,,0,2026-02-06
CBK0001015,TXN00016813,USR32994,MCH3718,,,,charged twice,User reports money deducted but merchant denies receiving payment.,OPEN,,P2,Branch,,,0,
CBK0002601,TXN00008048,USR47942,3036,,,,Fraud Suspected,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,H,ivr,,,1,
CBK0001159,TXN00004247,USR78862,MCH9098,2026-01-30,,,no service,Merchant service was not delivered after payment. NA,WIP,,P3,chatbot,,,0,
CBK0000535,TXN00013922,USR57069,MCH3346,,,,login compromised,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,P3,App,,,0,
CBK0000581,TXN00007551,USR73632,MCH8435,,,,Duplicate Debit,merchant service was not delivered after payment.,Resolved,,P3,chatbot,,,0,
CBK0002148,TXN00006250,USR11419,MCH4680,,,,customer issue,Payment made to unknown merchant as per customer statement.,WIP,,P4,chatbot,,,0,
CBK0001882,TXN00001309,USR58639,MCH2755,,,,account hacked,suspicious high-value payment disputed by customer.,Pending Bank,,H,Email,,,0,
CBK0000659,TXN00017737,USR53527,MCH3861,,,1419.1,customer issue,Payment made to unknown merchant as per customer statement.,CLOSED,,CRIT,chatbot,,,0,
CBK0001128,TXN00007988,USR69706,MCH2973,,,,Unauthorized Transaction,Merchant service was not delivered after payment.,Resolved,,L,IVR,,,1,
CBK0001019,TXN00010667,25121,MCH5175,,,,customer issue,Complaint received after multiple failed attempts.,Open,,LOW,Email,,,0,
CBK0002025,TXN00011048,USR73065,MCH3751,,,,dispute raised,Suspicious high-value payment disputed by customer.,CLOSED,,Low,App,,,0,
CBK0000548,TXN00010219,USR53771,MCH4421,,2026-03-06,,unauthorized_transaction,customer says transaction was not authorized.,In Progress,,H,chatbot,,,1,2026-03-06
CBK0001720,TXN00009955,USR71375,MCH7982,,,,Merchant Not Delivered,user claims account was compromised before transaction.,PENDING_BANK,,MEDIUM,chatbot,,,0,
CBK0002283,TXN00010523,USR84010,MCH6886,,,907.87,amount mismatch,Customer complaint text unclear due to poor call center notes.,WIP,,P2,App,,,0,
CBK0000008,TXN00010497,USR15241,MCH2822,,2026-02-15,1549.8,ATO,Merchant service was not delivered after payment.,Pending Bank,,Medium,chatbot,,,0,2026-02-15
CBK0000850,TXN00013581,USR49649,MCH8251,,,162.44,FRAUD,Payment made to unknown merchant as per customer statement.,CLOSED,,L,chatbot,,,1,
CBK0002122,TXN00015416,USR51198,MCH5655,2026-02-07,,,incorrect amount,Merchant service was not delivered after payment.,REJECTED,,Low,Email,,,0,
CBK0002649,TXN00007227,USR18102,MCH8436,,,3120.43,no service,Payment made to unknown merchant as per customer statement.,Rejected,,MEDIUM,Email,,,0,
CBK0002301,TXN00016200,USR35882,MCH8547,,,,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,Closed,,H,Email,,,0,
CBK0001793,TXN00004370,USR75457,MCH8779,,,,UNAUTHORISED,user claims account was compromised before transaction.,Pending Bank,,P3,ivr,,,1,
CBK0002022,TXN00011522,USR85266,MCH4641,,,,item not received,User claims account was compromised before transaction.,Pending Bank,,P2,App,,,0,
CBK0001053,TXN00012989,USR53359,MCH4181,2026-02-22,,2439.31,dispute raised,Customer says transaction was not authorized.,In Progress,,Low,Branch,,,0,
CBK0000766,TXN00012205,USR25990,4590,,,,item not received,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,M,Branch,,,0,
CBK0002308,TXN00006966,USR87795,MCH4912,,,645.29,no service,Customer says transaction was not authorized.,In Progress,,MEDIUM,Email,,,0,
CBK0001472,TXN00015404,USR62254,MCH1722,2026-03-29,,1356.41,dispute raised,user says upi pin was not entered by them.,Open,2026-03-31 17:46:38,Low,App,,,0,
CBK0001737,TXN35157,USR51742,MCH3992,,,4673.28,Account Takeover,Customer says transaction was not authorized.,Closed,,Critical,App,,,0,
CBK0000416,TXN00011455,USR31649,MCH3367,,,-5856.29,fraud,User claims account was compromised before transaction.,RESOLVED,,MEDIUM,Branch,,,1,
CBK0001659,TXN00013503,USR75281,MCH8953,2026-03-29,,2276.34,no service,Customer says transaction was not authorized.,Rejected,,P3,Call Center,,,0,
CBK0001784,TXN00013078,USR21865,MCH5686,,,,Customer Dispute,Complaint received after multiple failed attempts.,IN_PROGRESS,,P2,Call Center,,,0,
CBK0001450,TXN00009783,USR83126,MCH9291,,,,Duplicate Debit,User says UPI PIN was not entered by them.,CLOSED,,P3,chatbot,,,0,
CBK0002715,TXN00004748,USR44569,MCH3100,,,,item not received,Payment made to unknown merchant as per cust statement.,Closed,,L,Email,,,0,
CBK0001083,TXN00012710,USR93300,MCH8278,,,,delivery issue,Customer says transaction was not authorized. NA,IN_PROGRESS,,P4,Call Center,,,0,
CBK0001401,TXN00005811,USR43185,MCH1236,,,636.43,incorrect amount,user says upi pin was not entered by them.,Closed,,Medium,chatbot,,,0,
CBK0002028,TXN00013363,USR79366,MCH1123,,,,dispute raised,User claims account was compromised before transaction.,REJECTED,,LOW,CHATBOT,,,0,
CBK0001705,TXN00019762,USR21831,MCH4473,,,978.26,fraud,User claims account was compromised before transaction.,RESOLVED,,HIGH,Email,,,1,
CBK0002651,TXN00011973,USR27533,MCH7670,,,50.0,item not received,Payment made to unknown merchant as per customer statement.,OPEN,2026-02-26 15:01:15,P2,Branch,,,0,
CBK0000233,TXN00018991,USR98336,MCH7031,2026-02-17,2026-02-23,5661.32,unauth txn,Customer complaint text unclear due to poor call center notes.,Open,,MEDIUM,IVR,144.0,,0,2026-02-23
CBK0002624,TXN00001580,USR72987,MCH6380,,,,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,Pending Bank,2026-01-25 01:58:32,CRIT,App,,,1,
CBK0000713,TXN00015731,USR42970,MCH8779,,,,customer issue,user says upi pin was not entered by them.,Open,2026-03-03 18:11:53,H,Email,,,0,
CBK0002349,TXN00003229,USR86279,MCH1006,2026-02-21,,12194.3,double debit,User reports money deducted but merchant denies receiving payment.,WIP,,MEDIUM,chatbot,,,0,
CBK0001368,TXN00017555,USR49364,MCH8953,,,2069.43,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Open,,P4,chatbot,,,1,
CBK0002527,TXN00014880,USR22078,MCH5647,2026-01-13,,3936.04,unauth txn,Payment made to unknown merchant as per customer statement.,Resolved,,Medium,Email,,,0,
CBK0000355,TXN00010372,USR64774,MCH3196,,,307.0,UNAUTHORISED,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,IN_PROGRESS,,Critical,IVR,,,1,
CBK0000500,TXN00002450,USR53546,7357,,,896.7,amount mismatch,User claims account was compromised before transaction.,Pending Bank,,P3,CHATBOT,,,0,
CBK0000213,TXN00019537,USR55133,MCH1458,,,613.06,customer issue,User reports money deducted but merchant denies receiving payment. NA,Rejected,,P3,Call Center,,,0,
CBK0000214,TXN00000769,USR93581,MCH6844,,,,extra amount deducted,User claims account was compromised before transaction.,OPEN,,Medium,IVR,,,0,
CBK0000577,,USR81643,MCH3563,,,,Service Not Provided,Customer says transaction was not authorized.,OPEN,,Low,Branch,,,0,
CBK0001437,TXN00009735,USR48653,MCH3671,,,,item not received,Customer complaint text unclear due to poor call center notes.,Pending Bank,,HIGH,chatbot,,,0,
CBK0000992,TXN00000272,USR31026,MCH2646,,,,account hacked,User claims account was compromised before transaction.,Pending Bank,,MEDIUM,Branch,,,0,
CBK0000628,TXN00004074,USR56605,MCH8953,,2026-03-02,3617.74,merchant service issue,Payment made to unknown merchant as per customer statement.,Rejected,,Low,Email,,,0,2026-03-02
CBK0001050,TXN00010429,USR33397,MCH2522,,,,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,WIP,,LOW,IVR,,,0,
CBK0000364,TXN00017377,USR55664,MCH9309,,,9493.15,charged twice,Customer complaint text unclear due to poor call center notes. call dropped,OPEN,,Medium,Branch,,,0,
CBK0002272,TXN00008542,USR97580,MCH5904,,,,service failed,Customer says amount was debited twice.,Pending Bank,,M,CHATBOT,,,0,
CBK0000106,TXN00016875,USR34270,MCH7335,,,-570.66,Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,Pending Bank,,LOW,CHATBOT,,,1,
CBK0000848,TXN00000823,USR23460,MCH5954,,,,scam,Customer says transaction was not authorized.,RESOLVED,,P4,ivr,,,0,
CBK0000506,TXN00018031,USR67892,MCH2770,2026-01-19,,-700.6,extra amount deducted,User reports money deducted but merchant denies receiving payment.,REJECTED,,Medium,Call Center,,,0,
CBK0000714,TXN00000238,USR50454,MCH5655,2026-02-06,,,unauthorized_transaction,Suspicious high-value payment disputed by customer.,Pending Bank,,P3,Email,,,1,
CBK0002318,TXN00011955,USR35555,MCH3810,,2026-03-26,-918.61,dispute raised,Suspicious high-value payment disputed by customer. call dropped,Pending Bank,,L,App,,,0,2026-03-26
CBK0000557,TXN00012212,USR36059,MCH7684,,,,DUP_DEBIT,User reports money deducted but merchant denies receiving payment.,Pending Bank,,L,Branch,,,0,
CBK0001877,TXN98339,15575,MCH5651,,2026-01-28,194.24,FRAUD,User says UPI PIN was not entered by them.,WIP,,L,CHATBOT,,,1,2026-01-28
CBK0000601,TXN00017368,USR21789,MCH8779,2026-02-07,,,merchant service issue,Customer complaint text unclear due to poor call center notes.,WIP,,Medium,Branch,,,0,
CBK0001786,TXN91289,USR77896,8389,,,,no service,Complaint received after multiple failed attempts.,RESOLVED,,CRIT,Branch,,,0,
CBK0000102,TXN00013948,USR79115,MCH3570,,,,complaint,Payment made to unknown merchant as per customer statement.,In Progress,2026-02-16 19:15:57,LOW,App,,,0,
CBK0000745,TXN00010462,USR47272,MCH8805,,,,account hacked,User reports money deducted but merchant denies receiving payment.,CLOSED,,LOW,CHATBOT,,,0,
CBK0000748,TXN00009850,USR16745,MCH7753,,,,FRAUD,Customer complaint text unclear due to poor call center notes.,OPEN,,LOW,Email,,,1,
CBK0002478,TXN00016308,USR74358,MCH6401,,,3857.22,fraud,Suspicious high-value payment disputed by customer.,Open,2026-01-23 21:14:01,L,chatbot,,,1,
CBK0002800,TXN00003664,USR55718,MCH3777,,,,Merchant Not Delivered,Customer says amount was debited twice.,Closed,,M,IVR,,,0,
CBK0002115,TXN00015780,USR98420,MCH7025,,,1404.29,Customer Dispute,User says UPI PIN was not entered by them.,OPEN,,P3,ivr,,,0,
CBK0000948,TXN00019010,USR39487,MCH7891,2026-02-18,,,ATO,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,LOW,Email,,,0,
CBK0002763,TXN00010243,USR96392,MCH8516,,,,incorrect amount,merchant service was not delivered after payment.,RESOLVED,,L,Call Center,,,0,
CBK0001826,TXN00012615,USR61997,MCH4353,,,,unauthorized_transaction,Suspicious high-value payment disputed by customer.,PENDING_BANK,2026-03-03 14:10:36,P3,App,,,1,
CBK0000378,TXN00018467,USR80805,MCH5264,,,,Duplicate Debit,customer says transaction was not authorized.,WIP,,Medium,Branch,,,0,
CBK0001134,TXN00017548,USR13243,MCH9359,,,,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,Resolved,,MEDIUM,ivr,,,0,
CBK0001731,TXN00004984,USR87558,MCH9299,2026-03-31,2026-04-05,,ATO,User reports money deducted but merchant denies receiving payment.,RESOLVED,,High,chatbot,120.0,,0,2026-04-05
CBK0002574,TXN00017235,USR62800,MCH8945,,,18567.74,no service,User says UPI PIN was not entered by them.,PENDING_BANK,,M,IVR,,,0,
CBK0001494,TXN00012935,USR97835,MCH9262,,,,dispute raised,User reports money deducted but merchant denies receiving payment.,Open,,P4,CHATBOT,,,0,
CBK0001678,TXN00013912,USR44975,MCH7114,2026-01-18,2026-01-19,-1478.88,Merchant Not Delivered,Customer says amount was debited twice.,OPEN,,P2,ivr,24.0,,0,2026-01-19
CBK0001643,TXN00000106,USR58071,MCH5954,,,7755.19,unauthorized_transaction,Complaint received after multiple failed attempts.,Pending Bank,,CRIT,CHATBOT,,,1,
CBK0000190,TXN00009749,USR32223,MCH5076,,,193.15,amount mismatch,Customer says transaction was not authorized.,RESOLVED,,Low,IVR,,,0,
CBK0000556,TXN00013406,USR49847,MCH4590,,,6052.19,suspicious transaction,Customer complaint text unclear due to poor call center notes.,Open,,HIGH,IVR,,,0,
CBK0000222,TXN00003640,USR39837,MCH5980,,2026-01-09,,Account Takeover,Suspicious high-value payment disputed by customer.,Pending Bank,2026-01-24 12:53:46,P3,Call Center,,372.8961111111111,0,2026-01-09
CBK0002310,TXN00008525,USR62313,MCH8146,,2026-03-05,,Wrong Amount,Suspicious high-value payment disputed by customer.,CLOSED,,High,Branch,,,0,2026-03-05
CBK0001236,TXN00016325,50779,1320,,,,not done by me,Suspicious high-value payment disputed by customer.,REJECTED,,M,Email,,,0,
CBK0001039,TXN00010686,USR79207,MCH7408,,,,extra amount deducted,User says UPI PIN was not entered by them.,Rejected,,P1,App,,,0,
CBK0002425,TXN00014868,USR39427,MCH2383,,,,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,PENDING_BANK,,M,ivr,,,0,
CBK0001745,TXN00007273,USR17798,MCH6810,,,673.49,Duplicate Debit,Payment made to unknown merchant as per customer statement.,Open,,Medium,Call Center,,,0,
CBK0000764,TXN00017113,USR98093,MCH8779,,,580.57,Customer Dispute,Merchant service was not delivered after payment.,PENDING_BANK,,M,Branch,,,0,
CBK0001814,TXN00002883,USR42970,MCH2296,,,-19036.69,charged twice,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,OPEN,,P1,Call Center,,,0,
CBK0002536,TXN00009622,USR33596,MCH3032,,,,ATO,User reports money deducted but merchant denies receiving payment.,Open,2026-03-17 00:16:23,P1,App,,,0,
CBK0000231,TXN00017060,USR94815,MCH5980,,,575.09,Customer Dispute,User reports money deducted but merchant denies receiving payment.,CLOSED,,P4,ivr,,,0,
CBK0000462,TXN00018761,USR24660,MCH9291,2026-01-23,,,unauthorized_transaction,Customer says amount was debited twice.,IN_PROGRESS,,L,Email,,,1,
CBK0000469,TXN00002630,USR94595,MCH7286,,,-7890.76,unauthorized_transaction,Complaint received after multiple failed attempts. call dropped,Pending Bank,,L,CHATBOT,,,1,
CBK0000889,TXN00015963,USR97266,MCH6752,,2026-01-22,,FRAUD,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,In Progress,,Medium,IVR,,,1,2026-01-22
CBK0000604,TXN00008566,USR17861,MCH3597,,,2673.74,unauth txn,User claims account was compromised before transaction.,PENDING_BANK,,LOW,CHATBOT,,,0,
CBK0000611,TXN00014367,USR58639,MCH4078,2026-02-17,2026-03-05,996.14,service failed,User says UPI PIN was not entered by them.,Open,,L,CHATBOT,384.0,,0,2026-03-05
CBK0001017,TXN85757,USR56228,MCH8964,,,585.8,charged twice,Payment made to unknown merchant as per customer statement.,Rejected,,Critical,CHATBOT,,,0,
CBK0002108,TXN00013246,USR62233,MCH8714,2026-02-12,,,charged twice,Customer says amount was debited twice.,REJECTED,,Low,App,,,0,
CBK0001742,TXN00000794,USR25428,MCH4105,2026-02-19,2026-02-22,6042.03,Merchant Not Delivered,Complaint received after multiple failed attempts.,OPEN,,H,IVR,72.0,,0,2026-02-22
CBK0000082,TXN00013051,USR86387,MCH8735,2026-02-26,,,item not received,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,LOW,App,,,0,
CBK0000597,TXN00012105,USR80223,MCH3594,,,,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,,L,chatbot,,,0,
CBK0001220,TXN00001198,21945,MCH7467,,,,not done by me,User says UPI PIN was not entered by them.,RESOLVED,,H,App,,,0,
CBK0001207,TXN00007505,USR33427,MCH5300,,,13713.48,Duplicate Debit,Customer complaint text unclear due to poor call center notes.,WIP,,L,CHATBOT,,,0,
CBK0000177,TXN00001663,USR24926,7681,,,,service failed,Complaint received after multiple failed attempts.,Resolved,,P4,ivr,,,0,
CBK0001332,TXN00009814,USR65176,MCH2398,,,,not delivered,Customer says transaction was not authorized.,IN_PROGRESS,,M,Branch,,,0,
CBK0000021,TXN00013452,USR44435,MCH8391,,,-2480.91,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,In Progress,,Medium,IVR,,,1,
CBK0001202,TXN00005621,USR59000,MCH3815,,,,customer issue,Customer says transaction was not authorized.,Resolved,,P4,chatbot,,,0,
CBK0002171,TXN00015034,USR73039,MCH1572,,,,DUP_DEBIT,Payment made to unknown merchant as per cust statement.,RESOLVED,,P2,Call Center,,,0,
CBK0001878,TXN00014566,USR75314,MCH2363,,,,charged twice,customer says transaction was not authorized.,PENDING_BANK,2026-04-09 07:04:16,HIGH,App,,,0,
CBK0002648,TXN00015715,USR23388,7559,2026-02-10,,,amount mismatch,Customer complaint text unclear due to poor call center notes.,In Progress,,Low,Email,,,0,
CBK0000078,TXN00019392,USR55898,MCH8405,2026-01-21,,,customer issue,User claims account was compromised before transaction.,Closed,,H,ivr,,,0,
CBK0001469,TXN00008274,USR45724,MCH3032,,2026-02-28,1114.45,not delivered,Suspicious high-value payment disputed by customer.,RESOLVED,2026-03-18 11:31:43,High,Call Center,,443.5286111111111,0,2026-02-28
CBK0001428,TXN00001443,USR74417,MCH7286,,,,UNAUTHORISED,User claims account was compromised before transaction.,OPEN,,LOW,App,,,1,
CBK0001501,TXN00010823,USR14938,MCH1880,,,-2588.02,DUP_DEBIT,Complaint received after multiple failed attempts.,OPEN,,MEDIUM,App,,,0,
CBK0001566,TXN00004832,USR79325,MCH4041,,,,Unauthorized Transaction,Customer says amount was debited twice.,IN_PROGRESS,,M,Email,,,1,
CBK0001806,TXN00003889,USR73653,MCH4226,,,,scam,User says UPI PIN was not entered by them.,Rejected,,H,IVR,,,0,
CBK0001668,TXN00013060,USR11531,MCH8697,,,,incorrect amount,Customer says txn was not authorized.,In Progress,,M,Email,,,0,
CBK0000755,TXN00002595,USR34052,MCH5808,,,-1658.43,not done by me,Suspicious high-value payment disputed by customer.,Pending Bank,2026-04-27 22:33:32,H,chatbot,,,0,
